REACTION,KCAT [1/hr],STEP
r2145,,
r2146,,
r2147,,
r2148,,
r2149,,
r2150,,
r2151,,
r2152,,
r2153,,
r2154,,
r2155,,
r2156,,
r2157,,
r2158,,
r2159,,
r2160,,
r2161,,
r2162,,
r2163,,
r2164,,
r2165,,
r2166,,
r2167,,
r2168,,
r2169,,
r2170,,
r2171,,
r2172,,
r2173,,
r2174,,
r2175,,
r2176,,
r2177,,
r2178,,
r2179,,
r2180,,
r2181,,
r2182,,
r2183,,
r2184,,
r2185,,
r2186,,
r2187,,
r2188,,
r2189,,
r2190,,
r2191,,
r2192,,
r2193,,
r2194,,
r2195,,
r2196,,
r2197,,
r2198,,
r2199,,
r2200,,
r2201,,
r2202,,
r2203,,
r2204,,
r2205,,
r2206,,
r2207,,
r2208,,
r2209,,
r2210,,
r2211,,
r2212,,
r2213,,
r2214,,
r2215,,
r2216,,
r2217,,
r2218,,
r2219,,
r2220,,
r2221,,
r2222,,
r2223,,
r2224,,
r2225,,
r2226,,
r2227,,
r2228,,
r2229,,
r2230,,
r2231,,
r2232,,
r2233,,
r2234,,
r2235,,
r2236,,
r2237,,
r2238,,
r2239,,
r2240,,
r2241,,
r2242,,
r2243,,
r2244,,
r2245,,
r2246,,
r2247,,
r2248,,
r2249,,
r2250,,
r2251,,
r2252,,
r2253,,
r2254,,
r2255,,
r2256,,
r2257,,
r2258,,
r2259,,
r2260,,
r2261,,
r2262,,
r2263,,
r2264,,
r2265,,
r2266,,
r2267,,
r2268,,
r2269,,
r2270,,
r2271,,
r2272,,
r2273,,
r2274,,
r2275,,
r2276,,
r2277,,
r2278,,
r2279,,
r2280,,
r2281,,
r2282,,
r2283,,
r2284,,
r2285,,
r2286,,
r2287,,
r2288,,
r2289,,
r2290,,
r2291,,
r2292,,
r2293,,
r2294,,
r2295,,
r2296,,
r2297,,
r2298,,
r2299,,
r2300,,
r2301,,
r2302,,
r2303,,
r2304,,
r2305,,
r2306,,
r2307,,
r2308,,
r2309,,
r2310,,
r2311,,
r2312,,
r2313,,
r2314,,
r2315,,
r2316,,
r2317,,
r2318,,
r2319,,
r2320,,
r2321,,
r2322,,
r2323,,
r2324,,
r2325,,
r2326,,
r2327,,
r2328,,
r2329,,
r2330,,
r2331,,
r2332,,
r2333,,
r2334,,
r2335,,
r2338,,
r2341,,
r2342,,
r2343,,
r2344,,
r2346,,
r2347,,
r2352,,
r2353,,
r2354,,
r2355,,
r2356,,
r2357,,
r2358,,
r2359,,
r2360,,
r2361,,
r2362,,
r2363,,
r2364,,
r2365,,
r2366,,
r2367,,
r2368,,
r2369,,
r2370,,
r2371,,
r2372,,
r2373,,
r2374,,
r2375,,
r2376,,
r2377,,
r2378,,
r2379,,
r2380,,
r2381,,
r2382,,
r2384,,
r2385,,
r2386,,
r2387,,
r2388,,
r2389,,
r2390,,
r2391,,
r2392,,
r2393,,
r2394,,
r2395,,
r2396,,
r2397,,
r2398,,
r2399,,
r2400,,
r2401,,
r2402,,
r2403,,
r2404,,
r2405,,
r2406,,
r2407,,
r2408,,
r2409,,
r2410,,
r2411,,
r2412,,
r2413,,
r2416,,
r2419,,
r2420,,
r2425,,
r2433,,
r2434,,
r2435,,
r2436,,
r2437,,
r2438,,
r2439,,
r2447,,
r2449,,
r2465,,
r2471,,
r2472,,
r2473,,
r2482,,
r2483,,
r2484,,
r2485,,
r2486,,
r2487,,
r2488,,
r2489,,
r2490,,
r2491,,
r2492,,
r2493,,
r2494,,
r2495,,
r2496,,
r2497,,
r2498,,
r2499,,
r2501,,
r2502,,
r2503,,
r2505,,
r2506,,
r2507,,
r2508,,
r2509,,
r2510,,
r2511,,
r2512,,
r2513,,
r2514,,
r2515,,
r2516,,
r2517,,
r2518,,
r2519,,
r2520,,
r2521,,
r2525,,
r2526,,
r2532,,
r2534,,
r2535,,
r2537,,
r2538,,
r2539,,
EX_so3[e],,
EX_sprm[e],,
RE0066C,3492,14
RE0066M,3492,14
RE0066R,3492,14
RE0124C,5945.595135,11
RE0344C,435600,5
RE0344M,435600,5
RE0344X,435600,5
RE0383C,32058,5
RE0452M,6120,2
RE0452N,6120,2
RE0453C,25542,6
RE0453M,25542,6
RE0453N,25542,6
RE0456M,10192.2,12
RE0456N,10192.2,12
RE0512C,4539600,3
RE0512M,4539600,3
RE0512X,4539600,3
RE0549C,,
RE0565C,,
RE0566C,,
RE0567C,,
RE0568C,,
RE0569C,,
RE0569E,,
RE0570C,,
RE0571C,,
RE0572N,,
RE0573N,,
RE0574C,,
RE0575C,,
RE0576C,,
RE0577C,371714.6725,11
RE0577M,371714.6725,11
RE0577X,46058.16836,10
RE0578C,371714.6725,11
RE0578M,371714.6725,11
RE0578X,46058.16836,10
RE0579C,371714.6725,11
RE0579M,371714.6725,11
RE0579X,46058.16836,10
RE0580L,18327.6,12
RE0580R,550800,5
RE0581C,46404,5
RE0581R,3203.333798,8
RE0582N,3243.596593,8
RE0583C,240208.5456,11
RE0583N,240208.5456,11
RE0688C,14400,14
RE0688E,14400,14
RE0688X,14400,14
RE0689C,40392000,13
RE0689E,20203200,14
RE0689X,20203200,14
RE0690C,14400,14
RE0690E,14400,14
RE0690X,14400,14
RE0691C,,
RE0702C,3236400,8
RE0702E,3236400,8
RE0702L,1949294.032,9
RE0702M,3236400,7
RE0702N,3236400,8
RE0827C,14400,14
RE0827E,14400,14
RE0827X,14400,14
RE0828C,40392000,13
RE0828E,20203200,14
RE0828X,20203200,14
RE0830C,169200,9
RE0830N,169200,9
RE0864C,362368.1429,11
RE0875C,362725.5311,11
RE0908C,23328,8
RE0908G,31149.63677,21
RE0908R,23328,8
RE0912C,333109.3212,11
RE0915C,10728,8
RE0915E,10728,8
RE0916C,23328,8
RE0916G,31717.0694,21
RE0916R,23328,8
RE0918C,23328,8
RE0918G,31756.61001,21
RE0918R,23328,8
RE0919C,10.8,14
RE0919R,10.8,14
RE0920C,10.8,14
RE0920R,10.8,14
RE0921C,10.8,14
RE0921R,10.8,14
RE0922C,10.8,14
RE0922R,10.8,14
RE0923C,10.8,14
RE0923R,10.8,14
RE0924C,10.8,14
RE0924R,10.8,14
RE0925C,10.8,14
RE0925R,10.8,14
RE0926C,10728,8
RE0926E,10728,8
RE0927C,10.8,14
RE0927R,10.8,14
RE0928C,10.8,14
RE0928R,10.8,14
RE0935C,10728,8
RE0935E,10728,8
RE0936C,,
RE0936E,,
RE0937C,23328,8
RE0937E,23328,8
RE0938C,23328,8
RE0938E,,
RE0944C,10728,8
RE0944E,10728,8
RE0958C,10728,8
RE0958E,10728,8
RE1050C,91200,5
RE1050E,91200,5
RE1050L,124758,6
RE1050N,91200,5
RE1062C,10721.80603,11
RE1062M,50.4,10
RE1063C,8280,8
RE1064C,8280,8
RE1077C,64580.4,3
RE1096C,25.2,19
RE1096M,3851.766737,20
RE1096R,25.2,19
RE1099C,23328,8
RE1099G,31367.38611,21
RE1099L,31367.38611,21
RE1099R,23328,8
RE1100C,23328,8
RE1100G,32754.74039,21
RE1100L,32754.74039,21
RE1100R,23328,8
RE1134C,25.2,19
RE1134M,3851.766737,20
RE1134R,25.2,19
RE1135C,23328,8
RE1135G,31394.90039,21
RE1135L,31394.90039,21
RE1135R,23328,8
RE1233C,31374,2
RE1233M,31374,2
RE1234C,12576,5
RE1235C,,
RE1236C,,
RE1238X,9261.6,5
RE1240C,10728,8
RE1254C,104974.3385,12
RE1266C,10728,8
RE1303C,1875863.01,11
RE1308C,1875863.01,11
RE1308M,74882.72107,11
RE1309C,1880632.316,11
RE1309M,50.4,10
RE1310C,7975.876754,11
RE1310M,8280,8
RE1311C,8280,8
RE1311M,96732.32314,9
RE1317C,1420101.887,12
RE1342C,38292.99637,8
RE1441G,184369.5,14
RE1441R,30780,13
RE1447M,326290.1141,20
RE1447N,291915.5759,20
RE1448N,293436.7494,20
RE1448R,293436.7494,20
RE1473C,77400,5
RE1508C,23328,8
RE1514M,104.4,5
RE1514X,104.4,5
RE1516M,19096744.19,21
RE1516X,19096744.19,21
RE1517M,19096744.19,21
RE1517X,19096744.19,21
RE1518M,19021986.74,21
RE1518X,19021986.74,21
RE1519X,18909338.69,21
RE1520M,13422600,11
RE1520X,13422600,11
RE1521M,13422600,11
RE1521X,13422600,11
RE1522M,13422600,11
RE1522X,13422600,11
RE1523M,13422600,11
RE1523X,13422600,11
RE1525C,4539600,3
RE1525M,4539600,3
RE1525X,4539600,3
RE1526C,4539600,3
RE1526M,4539600,3
RE1526X,4539600,3
RE1527C,4539600,3
RE1527M,4539600,3
RE1527X,,
RE1530C,12591,5
RE1530M,12591,5
RE1531M,28941.30774,8
RE1531X,28941.30774,8
RE1532M,28890.53394,8
RE1532X,28890.53394,8
RE1533M,28839.9754,8
RE1533X,28839.9754,8
RE1534M,28941.30774,8
RE1534X,28941.30774,8
RE1537C,42300,15
RE1537X,42300,15
RE1538C,68040,17
RE1538X,68040,17
RE1539C,58776,15
RE1539X,58776,15
RE1573M,353475.5275,11
RE1573X,353475.5275,11
RE1582C,450,9
RE1582L,450,9
RE1582R,450,9
RE1587C,450,9
RE1587L,450,9
RE1587R,450,9
RE1627C,1935,3
RE1628C,201.6,3
RE1629C,763.1195127,9
RE1630C,778.4005656,9
RE1630R,778.4005656,9
RE1631C,778.4005656,9
RE1632C,450,9
RE1635C,614976,2
RE1635M,614976,2
RE1635R,614976,2
RE1635X,614976,2
RE1651C,2369.88247,8
RE1653C,2094.426635,8
RE1691M,249750,6
RE1699C,1028124,8
RE1700C,58320,8
RE1701C,58320,8
RE1702C,58320,8
RE1709C,169200,9
RE1709N,169200,9
RE1711C,4956.464948,8
RE1711M,4956.464948,8
RE1796C,6409791.117,8
RE1796M,6409791.117,8
RE1796R,6409791.117,8
RE1803C,68040,17
RE1804C,36843.22047,21
RE1804M,23760,20
RE1806C,450,9
RE1806R,450,9
RE1807C,353918.8731,11
RE1807M,450,9
RE1808R,450,9
RE1809C,450,9
RE1809R,450,9
RE1810M,0.306,2
RE1811C,450,9
RE1811R,450,9
RE1812C,450,9
RE1812R,450,9
RE1815C,614976,2
RE1815M,614976,2
RE1815R,614976,2
RE1815X,614976,2
RE1816C,614976,2
RE1816M,614976,2
RE1816R,614976,2
RE1816X,614976,2
RE1817C,614976,2
RE1817M,614976,2
RE1817R,614976,2
RE1817X,614976,2
RE1818C,614976,2
RE1818M,614976,2
RE1818R,614976,2
RE1818X,614976,2
RE1819C,266400,2
RE1819M,221220,2
RE1819X,266400,2
RE1826C,3935.977049,8
RE1826M,6647792.16,8
RE1827C,6409791.117,8
RE1827M,6409791.117,8
RE1828C,,
RE1828M,,
RE1829C,,
RE1829M,450,9
RE1830C,450,9
RE1830M,,
RE1834C,371691.5172,11
RE1834M,371691.5172,11
RE1834X,46101.43068,10
RE1835C,371691.5172,11
RE1835M,371691.5172,11
RE1835X,46101.43068,10
RE1836C,5225400,17
RE1836M,5225400,17
RE1836X,5225400,17
RE1845C,29399.91365,20
RE1845X,29399.91365,20
RE1846C,29399.91365,20
RE1846X,29399.91365,20
RE1860C,11259.48025,11
RE1860E,11259.48025,11
RE1897C,54,5
RE1898C,54,11
RE1899C,54,5
RE1901R,12960,6
RE1903R,11880,6
RE1904C,226603.6402,8
RE1904R,226603.6402,8
RE1905C,226603.6402,8
RE1905R,226603.6402,8
RE1906C,226603.6402,8
RE1906R,266400,2
RE1907C,154928.9435,8
RE1915C,131621.9519,8
RE1916C,614976,2
RE1916X,614976,2
RE1917C,,
RE1918C,,
RE1919C,,
RE1920C,705.6308146,9
RE1921C,4385.858824,8
RE1922C,694.2154913,9
RE1923C,694.2154913,9
RE1925C,,
RE1927C,215565.3598,11
RE1933C,7422480,8
RE1938C,364096.9386,11
RE1938R,364096.9386,11
RE1941C,364096.9386,11
RE1941R,364096.9386,11
RE1942C,74520,18
RE1942R,74520,18
RE1943C,149040,18
RE1943R,149040,18
RE1952C,57.6,11
RE1952R,57.6,11
RE1952X,57.6,11
RE1954C,11489.61285,11
RE1956C,57.6,11
RE1956R,57.6,11
RE1956X,57.6,11
RE1957G,184369.5,14
RE1957R,30780,13
RE1978C,,
RE2026C,,
RE2027C,,
RE2028C,,
RE2029C,,
RE2030M,1720.719101,12
RE2031M,1680.40678,12
RE2032M,1903.052133,12
RE2034C,120819.6,5
RE2040C,65880,9
RE2041C,65880,9
RE2048N,291258.9474,12
RE2048R,291258.9474,12
RE2049C,714.9627236,9
RE2050C,16873.20842,23
RE2050R,16873.20842,23
RE2051C,822283.3203,8
RE2051G,822283.3203,8
RE2051R,822283.3203,8
RE2067C,7422480,8
RE2068C,,
RE2069C,,
RE2070C,,
RE2078M,,
RE2079R,,
RE2080C,,
RE2081C,5040,14
RE2111M,11520,6
RE2112C,,
RE2112R,57.6,11
RE2117M,11520,6
RE2122C,708.266184,9
RE2124C,667.2699747,9
RE2127C,685.5326468,9
RE2128C,57.6,11
RE2129C,57.6,11
RE2130C,33342.27666,19
RE2131C,32826.19217,19
RE2132C,,
RE2133C,718.891724,9
RE2138C,,
RE2139C,,
RE2140C,,
RE2141C,1723.234164,12
RE2146C,10.8,14
RE2146R,10.8,14
RE2147C,10.8,14
RE2149C,10.8,14
RE2149R,10.8,14
RE2150C,10.8,14
RE2150R,10.8,14
RE2151C,10.8,14
RE2151R,10.8,14
RE2152C,12413.47882,23
RE2154C,61.2,2
RE2155C,11237.71476,23
RE2155R,11237.71476,23
RE2156M,1739.692308,12
RE2202C,,
RE2203C,,
RE2220C,,
RE2221C,,
RE2221M,,
RE2223M,1703.342466,12
RE2235C,45900,5
RE2235R,45900,5
RE2240C,,
RE2248C,,
RE2249C,19797.54862,12
RE2250C,790.032778,9
RE2251C,778.8067945,9
RE2252C,734.9988847,9
RE2265C,20.36384267,8
RE2269C,32195.74951,8
RE2269E,32195.74951,7
RE2270C,27988.42797,8
RE2270E,27988.42797,8
RE2272C,44335.9639,20
RE2272L,60096,8
RE2273C,28374.46828,8
RE2273E,28374.46828,8
RE2292C,,
RE2296C,614976,2
RE2296X,614976,2
RE2304E,75600,7
RE2306C,137880,6
RE2318C,614976,2
RE2318M,614976,2
RE2318R,614976,2
RE2318X,614976,2
RE2319C,614976,2
RE2319M,614976,2
RE2319R,614976,2
RE2319X,614976,2
RE2327C,25869.15962,23
RE2333C,19867.11631,23
RE2334C,1660.750515,12
RE2335C,,
RE2346C,,
RE2349C,27612,2
RE2349M,27612,2
RE2360C,,
RE2360N,1765.580488,12
RE2373C,33788.15475,11
RE2375C,33929.07032,11
RE2377C,,
RE2382C,9709.714286,14
RE2382R,9709.714286,14
RE2383C,4854.857143,14
RE2383R,4854.857143,14
RE2384C,,
RE2386C,1935,3
RE2387C,9709.714286,14
RE2387R,9709.714286,14
RE2398C,4854.857143,14
RE2398R,4854.857143,14
RE2404C,10.8,14
RE2404R,10.8,14
RE2405C,10.8,14
RE2405R,10.8,14
RE2407C,,
RE2410C,615.6,14
RE2410N,615.6,14
RE2426C,1238400,8
RE2427M,11520,6
RE2428M,11520,6
RE2429M,11520,6
RE2439C,197162.4909,8
RE2440C,189188.5315,8
RE2442C,192263.9837,8
RE2443C,614976,2
RE2443M,614976,2
RE2444C,420265.3113,8
RE2445C,99151.94747,8
RE2445E,82800,7
RE2452C,,
RE2453M,14400,1
RE2454M,14400,7
RE2459C,20022350.19,11
RE2474C,450,9
RE2474R,450,9
RE2476C,,
RE2477C,,
RE2493C,105.12,6
RE2513C,273600,5
RE2513E,273600,5
RE2513L,374274,6
RE2513N,273600,5
RE2514C,7834320,11
RE2514E,7834320,11
RE2514L,24131160,11
RE2514N,7834320,11
RE2520C,2170.452338,8
RE2521C,2183.736368,8
RE2522C,614976,2
RE2522X,614976,2
RE2523C,614976,2
RE2523X,614976,2
RE2524C,614976,2
RE2524X,614976,2
RE2525C,614976,2
RE2525X,614976,2
RE2526C,2369.88247,8
RE2533C,8875.698917,12
RE2541C,3562.884058,7
RE2541E,3562.884058,8
RE2541L,993600,8
RE2562C,719.8520479,9
RE2563C,,
RE2591C,175994.4984,8
RE2594C,198389.5621,8
RE2596C,,
RE2601C,108766.2344,8
RE2605C,103975.2327,8
RE2622C,10.8,14
RE2622R,10.8,14
RE2624M,103320.9,9
RE2624X,103320.9,9
RE2625C,450,9
RE2625M,450,9
RE2626C,,
RE2626M,,
RE2632C,6702.195378,12
RE2632M,75189.66453,11
RE2633C,1717920.969,11
RE2633R,1717920.969,11
RE2635C,11736.054,15
RE2635R,11736.054,15
RE2636C,1815040.668,11
RE2636R,1815040.668,11
RE2637C,28604.23963,20
RE2637X,28604.23963,20
RE2638C,1253.7,17
RE2638X,1253.7,17
RE2640C,234000,2
RE2642C,158966.2921,8
RE2644C,26532,8
RE2649C,371897.0502,11
RE2649M,371897.0502,11
RE2649X,46067.93034,10
RE2651R,195120.4519,8
RE2655R,1840.898034,8
RE2658C,,
RE2658R,3515.837652,7
RE2659R,3515.837652,7
RE2660C,3742.491002,7
RE2660N,169200,9
RE2666C,,
RE2666G,,
RE2675C,,
RE2677C,5220.72,14
RE2677E,4104,13
RE2677G,5344.8,14
RE2677N,5220.72,14
RE2677R,5220.72,14
RE2680C,103320.9,9
RE2680G,103320.9,9
RE2705C,,
RE2717L,138806.282,20
RE2718C,54984.96,17
RE2718G,54984.96,17
RE2722C,54984.96,17
RE2722G,54984.96,17
RE2746C,,
RE2759X,103320.9,9
RE2766C,2160,2
RE2768C,,
RE2768M,,
RE2768R,149040,18
RE2782C,28604.23963,20
RE2799C,997.1453333,8
RE2813C,1119060,5
RE2814M,179342.4658,8
RE2814R,179342.4658,8
RE2848C,26532,8
RE2849C,231119.04,11
RE2850C,231119.04,11
RE2851C,231119.04,11
RE2852C,,
RE2853C,,
RE2854C,,
RE2856C,,
RE2857C,,
RE2858C,,
RE2859C,169200,9
RE2860C,,
RE2861C,,
RE2862C,,
RE2863C,25.2,19
RE2864C,25.2,19
RE2865C,25.2,19
RE2866C,25.2,19
RE2867C,25.2,19
RE2868C,,
RE2869C,,
RE2870C,,
RE2871C,,
RE2872C,3598.115718,19
RE2873C,271.1404294,20
RE2874C,271.6468902,20
RE2875C,284.4486241,20
RE2876C,284.1583494,20
RE2877C,,
RE2878C,103320.9,9
RE2880C,4665.423957,8
RE2888C,273600,5
RE2888E,273600,5
RE2888N,273600,5
RE2897C,,
RE2898C,1707.555726,8
RE2899C,1119060,11
RE2908C,4539600,3
RE2908M,4539600,3
RE2908X,4539600,3
RE2909C,4539600,3
RE2909M,4539600,3
RE2909X,4539600,3
RE2910C,4539600,3
RE2910M,4539600,3
RE2910X,4539600,3
RE2911C,46404,5
RE2912M,104.4,5
RE2912X,104.4,5
RE2913M,19096744.19,21
RE2913X,19096744.19,21
RE2914M,19096744.19,21
RE2914X,19096744.19,21
RE2915M,18760756.57,21
RE2915X,18760756.57,21
RE2916M,28992.29819,8
RE2916X,28992.29819,8
RE2917M,28941.30774,8
RE2917X,28941.30774,8
RE2919M,13422600,11
RE2919X,13422600,11
RE2920M,13422600,11
RE2920X,13422600,11
RE2921M,13422600,11
RE2921X,13422600,11
RE2948C,,
RE2954C,11534400,5
RE2958C,,
RE2972G,9972,6
RE2972M,9972,5
RE2972R,30780,13
RE2973G,184369.5,14
RE2973N,30780,13
RE2974G,184369.5,14
RE2974N,30780,13
RE2974R,30780,13
RE2975C,1586027.948,9
RE2975M,1480659.108,9
RE2977C,46404,5
RE2985M,6393.278981,11
RE2985X,6393.278981,11
RE2986X,13422600,11
RE2987X,4539600,3
RE2988X,28941.30774,8
RE2989X,28890.53394,8
RE2990X,13422600,11
RE2991X,4539600,3
RE2992M,353475.706,11
RE2992X,353475.706,11
RE2993X,34200,6
RE2994X,6393.441509,11
RE2995M,353464.033,11
RE2995X,353464.033,11
RE2996X,34200,6
RE2997X,6393.168308,11
RE2998M,6393.278981,11
RE2999M,353463.3071,11
RE3000M,28983.94161,8
RE3001M,34200,6
RE3002X,353463.473,11
RE3003M,353463.3904,11
RE3004M,13422600,11
RE3005M,4539600,3
RE3006M,28992.29819,8
RE3009C,,
RE3010C,150412.1429,8
RE3010M,152553.4043,8
RE3010R,150412.1429,8
RE3010X,150412.1429,8
RE3011M,2581.2,3
RE3011R,2581.2,3
RE3012C,8910,2
RE3012M,8910,2
RE3012R,8910,2
RE3013C,45900,5
RE3013R,45900,5
RE3014C,9709.714286,14
RE3014R,9709.714286,14
RE3015C,9709.714286,14
RE3015R,9709.714286,14
RE3016R,2859.022389,9
RE3017R,6393.905455,11
RE3018C,9709.714286,14
RE3018R,9709.714286,14
RE3019C,9709.714286,14
RE3019R,9709.714286,14
RE3020C,9709.714286,14
RE3020R,9709.714286,14
RE3021C,1012680.709,9
RE3022C,351932.5859,11
RE3033C,291600,12
RE3033N,291600,12
RE3033R,291600,12
RE3036C,68040,8
RE3036N,68040,8
RE3038C,57.6,11
RE3038N,57.6,11
RE3038R,57.6,11
RE3038X,57.6,11
RE3039C,,
RE3040C,57.6,11
RE3040R,57.6,11
RE3040X,57.6,11
RE3041C,305447.4708,12
RE3041N,305447.4708,12
RE3044C,279899.3435,12
RE3044N,279899.3435,12
RE3045C,286212.5445,20
RE3050R,11880,6
RE3051C,82709.49728,8
RE3052C,82709.49728,8
RE3053C,7664.847321,8
RE3066X,5706,14
RE3072X,8816.404429,8
RE3073X,4608,3
RE3074X,104.4,5
RE3075C,11736.054,15
RE3075X,11736.054,15
RE3079C,4419.697204,20
RE3079X,4419.697204,20
RE3081X,13422600,11
RE3082X,4539600,3
RE3083X,103320.9,9
RE3084X,6420,11
RE3086X,6420,11
RE3087X,13422600,11
RE3088X,4539600,3
RE3089X,6420,11
RE3090X,5225400,17
RE3092X,13422600,11
RE3093X,4539600,3
RE3095C,273600,5
RE3095L,374274,6
RE3095X,273600,5
RE3097X,29621.5993,8
RE3103C,68040,8
RE3103R,57.6,11
RE3104C,57.6,11
RE3104R,57.6,11
RE3106C,57.6,11
RE3106R,,
RE3108C,14.706,2
RE3110C,57.6,11
RE3110R,57.6,11
RE3111C,301.3714286,2
RE3111M,301.3714286,2
RE3111R,301.3714286,2
RE3112C,303360.2107,12
RE3112R,5220,18
RE3113C,10668.83551,12
RE3113R,,
RE3114R,104.4,5
RE3119C,,
RE3119R,9119.428669,20
RE3120C,,
RE3120R,4742.785678,9
RE3121C,104.4,11
RE3121R,11736.054,21
RE3122C,11736.054,21
RE3122R,4805.335435,9
RE3123C,,
RE3123R,,
RE3124C,13422600,11
RE3124R,1528533.476,9
RE3125C,103320.9,9
RE3125R,6420,11
RE3126C,6420,11
RE3126R,13422600,11
RE3129N,1559350.772,9
RE3132R,104.4,5
RE3134C,615.6,14
RE3134R,615.6,14
RE3136C,1522.8,9
RE3139X,28890.53394,8
RE3140X,13422600,11
RE3141X,4539600,3
RE3144C,28711.67286,8
RE3144M,,
RE3145X,6393.168308,11
RE3146R,104.4,5
RE3147C,,
RE3147R,,
RE3148C,,
RE3148R,211.1763259,8
RE3150C,,
RE3150R,,
RE3151C,10105.73992,8
RE3151R,10105.73992,8
RE3152C,9497.419573,8
RE3152R,,
RE3153C,,
RE3153R,,
RE3154C,,
RE3154R,104.4,11
RE3155C,,
RE3155R,,
RE3156X,4539600,3
RE3157X,6393.168308,11
RE3158X,28941.30774,8
RE3159X,13422600,11
RE3160R,104.4,5
RE3161C,,
RE3161R,,
RE3162C,,
RE3162R,,
RE3163C,,
RE3163R,,
RE3164C,,
RE3164R,,
RE3165C,,
RE3165R,,
RE3166C,104.4,11
RE3166R,104.4,11
RE3167C,527.0293664,20
RE3167R,527.0293664,20
RE3168C,1522.8,9
RE3168R,28653.27731,8
RE3169C,13422600,11
RE3169R,1574772.087,9
RE3170C,,
RE3170R,,
RE3171C,6420,11
RE3171R,104.4,11
RE3172C,104.4,11
RE3172R,,
RE3173C,,
RE3173R,,
RE3174C,,
RE3174R,,
RE3175C,,
RE3175R,,
RE3176C,,
RE3176R,,
RE3177M,4539600,3
RE3178M,4539600,3
RE3179M,4539600,3
RE3180C,,
RE3181C,,
RE3184M,19096744.19,21
RE3185M,19096744.19,21
RE3186M,18980619.79,21
RE3189M,29621.5993,8
RE3190M,29621.5993,8
RE3191M,29728.86792,8
RE3192M,13422600,11
RE3193M,13422600,11
RE3194M,13422600,11
RE3195M,103320.9,9
RE3198C,,
RE3201C,191619.5671,11
RE3218C,23328,8
RE3218L,37722.11642,21
RE3218R,23328,8
RE3220C,23328,8
RE3220L,37722.11642,21
RE3220R,23328,8
RE3224C,,
RE3224R,,
RE3225C,,
RE3225R,,
RE3226C,,
RE3226R,,
RE3227C,,
RE3227R,,
RE3228C,,
RE3228R,,
RE3229C,,
RE3229R,,
RE3230C,,
RE3230R,,
RE3231C,,
RE3231R,,
RE3232C,,
RE3232R,,
RE3233C,241312.3033,11
RE3233G,280017.3187,11
RE3233L,1449446.183,12
RE3234C,,
RE3234R,1536667.336,9
RE3235C,1518249.135,9
RE3235R,1518249.135,9
RE3236C,,
RE3236R,,
RE3237C,19096744.19,21
RE3238C,19096744.19,21
RE3239C,19096744.19,21
RE3241C,29284.31367,8
RE3241R,29284.31367,8
RE3242C,29728.86792,8
RE3242R,13422600,11
RE3243C,13422600,11
RE3243R,13422600,11
RE3244C,103320.9,9
RE3244R,,
RE3245C,132470.3518,11
RE3247M,6420,11
RE3247X,6420,11
RE3248M,13422600,11
RE3248X,13422600,11
RE3250C,4539600,3
RE3250M,4539600,3
RE3250X,4539600,3
RE3251C,,
RE3251M,,
RE3252C,,
RE3258C,57.6,11
RE3258R,57.6,11
RE3259C,57.6,11
RE3259R,57.6,11
RE3260C,10.8,14
RE3260R,10.8,14
RE3261C,10.8,14
RE3261R,10.8,14
RE3263C,,
RE3264C,10.8,14
RE3264R,10.8,14
RE3265C,10.8,14
RE3265R,10.8,14
RE3267E,2250,19
RE3267G,864,21
RE3267M,2250,20
RE3267N,2250,20
RE3267R,2250,20
RE3268C,291915.5759,20
RE3268R,291915.5759,20
RE3269C,293436.7494,20
RE3270C,,
RE3272N,293949.5746,20
RE3273C,11858.4,12
RE3273G,888818.4,12
RE3273R,11858.4,12
RE3286C,33586.75624,11
RE3286R,33586.75624,11
RE3287C,33586.75624,11
RE3287R,33586.75624,11
RE3288C,33586.75624,11
RE3288R,33586.75624,11
RE3289C,33586.75624,11
RE3289R,33586.75624,11
RE3295C,,
RE3301C,11858.4,12
RE3301G,888818.4,12
RE3301R,11858.4,12
RE3307C,874800,5
RE3307M,874800,5
RE3307X,874800,5
RE3308C,45900,5
RE3308M,45900,5
RE3308R,45900,5
RE3308X,45900,5
RE3310C,34018.29653,11
RE3310R,34018.29653,11
RE3326M,57.6,11
RE3334M,6420,11
RE3334X,6420,11
RE3335C,104.4,5
RE3335M,104.4,5
RE3335R,104.4,5
RE3335X,104.4,5
RE3336M,28591.13208,8
RE3336X,28591.13208,8
RE3337M,13422600,11
RE3337X,13422600,11
RE3338C,4539600,3
RE3338M,4539600,3
RE3338X,4539600,3
RE3339C,371376.2745,11
RE3339M,371376.2745,11
RE3339X,46811.57154,10
RE3340C,4539600,3
RE3340M,4539600,3
RE3340X,4539600,3
RE3341M,6420,11
RE3341X,6420,11
RE3342M,28591.13208,8
RE3342X,28591.13208,8
RE3343C,371376.2745,11
RE3343M,371376.2745,11
RE3343X,46811.57154,10
RE3344M,13422600,11
RE3344X,13422600,11
RE3345C,104.4,5
RE3345M,104.4,5
RE3345R,104.4,5
RE3345X,104.4,5
RE3346C,8482.808219,8
RE3346M,8482.808219,8
RE3346R,8482.808219,8
RE3347C,392940,14
RE3352C,103689.4266,8
RE3367C,14400,14
RE3367E,14400,14
RE3367X,14400,14
RE3370C,4854.857143,14
RE3370R,4854.857143,14
RE3372C,20628,5
RE3378C,34115.02146,11
RE3381C,3578.476059,7
RE3381E,3578.476059,8
