RXNID	NAME	FORMULA	SUBSYSTEM	GR RULE	EC NUMBER	KEGG	NOTES	REFERENCES
THFtl	5, 6, 7, 8-Tetrahydrofolate Transport, Diffusion, Lysosomal	1 thf[c] <=> 1 thf[l]	Transport, lysosomal				NCD,IT	PMID:11375437
THFtm	5, 6, 7, 8-Tetrahydrofolate Transport, Diffusion, Mitochondrial	1 thf[c] <=> 1 thf[m]	Transport, mitochondrial				NCD	PMID:11375437
THMDt4	Thymidine Transport in via Sodium Symport	1 na1[e] + 1 thymd[e] --> 1 na1[c] + 1 thymd[c]	Transport, extracellular	(64078) or (9154)			SAB	PMID:12856181
THMMPt4	Thiamine Monophosphate Transport in via Anion Antiport	1 h2o[c] + 1 thmmp[e] <=> 1 h2o[e] + 1 thmmp[c]	Transport, extracellular	(6573)			IT	PMID:10542220,PMID:14770311
THMMPtm	Thiamine Monophosphate Transport, Mitochondrial	1 h2o[m] + 1 thmmp[c] <=> 1 h2o[c] + 1 thmmp[m]	Transport, mitochondrial				IT	PMID:12014993,PMID:9755848
THMP	Thiamin Phosphatase	1 h2o[c] + 1 thmmp[c] --> 1 pi[c] + 1 thm[c]	Thiamine metabolism			R02135	EC 3.1.3.- NCD	PMID:11997266,PMID:8522961
THMPPtm	Thiamine Diphosphate Transport in via Anion Antiport, Mitochondria	2 h2o[m] + 1 thmpp[c] --> 2 h2o[c] + 1 thmpp[m]	Transport, mitochondrial				IT	PMID:12014993
THMt2m	Thiamine Transport in via Proton Symport, Mitochondrial	1 h[c] + 1 thm[c] --> 1 h[m] + 1 thm[m]	Transport, mitochondrial				NCD	PMID:12014993
THMTP	Thiamine-Triphosphatase	1 h2o[c] + 1 thmtp[c] --> 1 h[c] + 1 pi[c] + 1 thmpp[c]	Thiamine metabolism	(79178)	3.6.1.28	R00618	_01-25-05 IT	PMID:15109578,PMID:8522961
THMTPt	Thiamine Triphosphate Transport in via Anion Antiport	3 h2o[e] + 1 thmtp[c] --> 3 h2o[c] + 1 thmtp[e]	Transport, extracellular	(6573)			IT	PMID:10542220,PMID:14770311
THP2Ctp	2, 3, 4, 5-Tetrahydropyridine-2-Carboxylate Transport, Peroxisomal	1 thp2c[c] <=> 1 thp2c[x]	Transport, peroxisomal				MM	
THRALANaEx	L-Alanine/L-Threonine Na-Dependent Exchange (Thr-L In)	1 na1[e] + 1 ala_L[c] + 1 thr_L[e] --> 1 na1[c] + 1 ala_L[e] + 1 thr_L[c]	Transport, extracellular	(6509) or (6510)			SAB  see Kanai and Hediger 2004 (2003), PMID 14530974	PMID:14530974
THRASNNaEx	L-Threonine/L-Asparagine Na-Dependent Exchange (Thr-L In)	1 na1[e] + 1 asn_L[c] + 1 thr_L[e] --> 1 na1[c] + 1 asn_L[e] + 1 thr_L[c]	Transport, extracellular	(6510)			SAB  see Kanai and Hediger 2004 (2003), PMID 14530974	PMID:14530974
THRCYSNaEx	L-Cysteine/L-Threonine Na-Dependent Exchange (Thr-L In)	1 na1[e] + 1 cys_L[c] + 1 thr_L[e] --> 1 na1[c] + 1 cys_L[e] + 1 thr_L[c]	Transport, extracellular	(6509) or (6510)			SAB  see Kanai and Hediger 2004 (2003), PMID 14530974	PMID:14530974
THRGLNexR	L-Threonine/Glycine Reversible Antiport	1 gln_L[c] + 1 thr_L[e] <=> 1 gln_L[e] + 1 thr_L[c]	Transport, extracellular	(56301) and (6520)				PMID:10734121,PMID:10863037,PMID:14770310
THRGLNNaEx	L-Threonine/L-Glutamine Na-Dependent Exchange (Thr-L In)	1 na1[e] + 1 gln_L[c] + 1 thr_L[e] --> 1 na1[c] + 1 gln_L[e] + 1 thr_L[c]	Transport, extracellular	(6510)			SAB  see Kanai and Hediger 2004 (2003), PMID 14530974	PMID:14530974
THRGLYexR	L-Threonine/Glycine Reversible Antiport	1 gly[c] + 1 thr_L[e] <=> 1 gly[e] + 1 thr_L[c]	Transport, extracellular	(56301) and (6520)				PMID:10734121,PMID:10863037,PMID:14770310
THRSERNaEx	L-Serine/L-Threonine Na-Dependent Exchange (Thr-L In)	1 na1[e] + 1 ser_L[c] + 1 thr_L[e] --> 1 na1[c] + 1 ser_L[e] + 1 thr_L[c]	Transport, extracellular	(6509) or (6510)			SAB  see Kanai and Hediger 2004 (2003), PMID 14530974	PMID:14530974
THRt4	L-Threonine via Sodium Symport	1 na1[e] + 1 thr_L[e] --> 1 na1[c] + 1 thr_L[c]	Transport, extracellular	(11254) or (54407) or (81539) or (340024) and ((57393) or (59272))			JLR	PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958
THYMDt1	Thymd Transport	1 thymd[e] --> 1 thymd[c]	Transport, extracellular	(2030) or (3177)			TDV	PMID:10722669,PMID:12838422,PMID:9693094
THYMDtl	Thymidine Faciliated Transport from Lysosome	1 thymd[l] <=> 1 thymd[c]	Transport, lysosomal	(55315)			IT	PMID:12838422,PMID:15701636,PMID:2925670
THYMDtm	Thymd Transport	1 thymd[c] <=> 1 thymd[m]	Transport, mitochondrial	(2030)			TDV	PMID:10722669,PMID:12838422,PMID:14607828
THYMt	Thymine Reversible Transport via Faciliated Diffusion	1 thym[e] <=> 1 thym[c]	Transport, extracellular	(3177)			IT	PMID:12006583,PMID:12838422
THYOXt	T4 Transport via Bicarbonate Antiport	1 hco3[c] + 1 thyox_L[e] <=> 1 hco3[e] + 1 thyox_L[c]	Transport, extracellular	(10599) or (28231) or (53919) or (6579)			NJ	PMID:12507753,PMID:9007731,PMID:9334206
THYOXt2	T4 Transport via Facilitated Diffusion	1 thyox_L[e] <=> 1 thyox_L[c]	Transport, extracellular	(6567)			NJ	PMID:12871948,PMID:7981683
THYPX	Thyroid Peroxidase	1 h2o2[c] + 2 h[c] + 2 i[c] --> 2 h2o[c] + 1 iodine[c]	Tyrosine metabolism	(7173)	1.11.1.7		NCD	PMID:3153466,PMID:3475693
TMABADH	4-Trimethylaminobutyraldehyde Dehydrogenase	1 h2o[c] + 1 nad[c] + 1 4tmeabut[c] --> 2 h[c] + 1 nadh[c] + 1 4tmeabutn[c]	Lysine metabolism	(223)	1.2.1.47		MM	PMID:10702312,PMID:8645224,PMID:8786138
TMDK1m	Thymidine Kinase (ATP:Thymidine)	1 atp[m] + 1 thymd[m] --> 1 h[m] + 1 adp[m] + 1 dtmp[m]	Nucleotide interconversion	(7084)	2.7.1.21	R01567	TV	PMID:12535661,PMID:9342341
TMDPP	Thymidine Phosphorylase	1 pi[c] + 1 thymd[c] <=> 1 2dr1p[c] + 1 thym[c]	Pyrimidine catabolism	(1890)	2.4.2.4	R01570		PMID:7028324,PMID:718961,PMID:9693094
TMDPPK	Thiamine-Diphosphate Kinase	1 atp[c] + 1 thmpp[c] --> 1 adp[c] + 1 thmtp[c]	Thiamine metabolism		2.7.6.2	R00616	also EC 2.7.6.2 - NCD	PMID:8522961
TMLYSOX	Trimethyllysine Dioxygenase	1 o2[c] + 1 akg[c] + 1 tmlys[c] --> 1 co2[c] + 1 succ[c] + 1 3htmelys[c]	Lysine metabolism	(55217)	1.14.11.8		MM	PMID:11431483,PMID:11802770,PMID:627563
TMLYSter	Trimethyl-L-Lysine Transport (Er to Cytosol)	1 tmlys[r] --> 1 tmlys[c]	Transport, endoplasmic reticular				MM	
TMNDNCCOAtx	Fatty Acid Intracellular Transport	1 tmndnccoa[c] <=> 1 tmndnccoa[x]	Transport, peroxisomal				interaction between peroxisomes and ER (some enzymes on the outer membrane) NJ	
TMNDNCCPT1	Carnitine O-Palmitoyltransferase	1 crn[c] + 1 tmndnccoa[c] <=> 1 coa[c] + 1 tmndnccrn[c]	Fatty acid oxidation	(126129) or (1374) or (1375)	2.3.1.21		NJ	
TMNDNCCPT2	Carnitine Transferase	1 coa[m] + 1 tmndnccrn[m] <=> 1 crn[m] + 1 tmndnccoa[m]	Fatty acid oxidation	(1376)			NJ	
TMNDNCCRNt	Transport into the Mitochondria (Carnitine)	1 tmndnccrn[c] <=> 1 tmndnccrn[m]	Fatty acid oxidation	(788)	1.11.1.7		NJ	
TMNDNCt	Fatty Acid Transport via Diffusion	1 tmndnc[e] <=> 1 tmndnc[c]	Transport, extracellular				NJ	PMID:11788354,PMID:12864740
TOLBUTAMIDEte	Transport of Xenobiotic	1 tolbutamide[e] <=> 1 tolbutamide[c]	Transport, extracellular				unknown mechanism, related cyp P450 metabolism reactions NJ	
TRDR	Thioredoxin Reductase (NADPH)	1 h[c] + 1 nadph[c] + 1 trdox[c] --> 1 nadp[c] + 1 trdrd[c]	Nucleotide interconversion	(7296)	1.8.1.9	R02016		PMID:8577704,PMID:8999974
TRDR2	Thioredoxin (Ubiquinone 10) Reductase (NADPH)	1 h[c] + 1 nadph[c] + 1 q10[c] --> 1 nadp[c] + 1 q10h2[c]	Miscellaneous	(7296)	1.8.1.9		Xia et al, 2003, JBC, 2141-2146	PMID:12435734,PMID:8577704,PMID:8999974
TRDR3	Thioredoxin (Ubiquinone 10) Reductase (NADH)	1 h[c] + 1 nadh[c] + 1 q10[c] --> 1 nad[c] + 1 q10h2[c]	Miscellaneous	(7296)	1.8.1.9		Xia et al, 2003, JBC, 2141-2146	PMID:12435734,PMID:8577704,PMID:8999974
TRDRm	Thioredoxin Reductase (NADPH)	1 h[m] + 1 nadph[m] + 1 trdox[m] --> 1 nadp[m] + 1 trdrd[m]	Nucleotide interconversion	(10587) or (114112)	1.8.1.9		NCD	PMID:10215850,PMID:11259642,PMID:12705894
TREH	Alpha, Alpha-Trehalase	1 h2o[c] + 1 tre[c] --> 2 glc_D[c]	Starch and sucrose metabolism	(11181) or (80162)	3.2.1.28	R06103	IF	
TREHe	Alpha, Alpha-Trehalase	1 h2o[e] + 1 tre[e] --> 2 glc_D[e]	Starch and sucrose metabolism	(11181)	3.2.1.28	R06103	JLR	PMID:12065209,PMID:9427547
TRIODTHYSUFt	Triiodothyronine Sulfate Transport (Diffusion)	1 triodthysuf[c] --> 1 triodthysuf[e]	Transport, extracellular				SAB excretion	
TRIODTHYSULT	Triiodothyronine Sulfotransferase	1 paps[c] + 1 triodthy[c] --> 1 h[c] + 1 pap[c] + 1 triodthysuf[c]	Tyrosine metabolism	(6817) or (6818)	2.8.2.1		RS/TV (6/14/05)	PMID:11535246,PMID:15293241
TRIODTHYt	T3 Transport via Bicarbonate Antiport	1 hco3[c] + 1 triodthy[e] <=> 1 hco3[e] + 1 triodthy[c]	Transport, extracellular	(10599) or (28231) or (28234) or (53919) or (6579)			NJ	PMID:12507753,PMID:9007731,PMID:9334206
TRIODTHYt2	T3 Transport via Facilitated Diffusion	1 triodthy[e] <=> 1 triodthy[c]	Transport, extracellular	(6567)			NJ	PMID:12871948,PMID:7981683
TRIOK	Triokinase	1 atp[c] + 1 glyald[c] --> 1 h[c] + 1 adp[c] + 1 g3p[c]	Fructose and mannose metabolism		2.7.1.28	R01059	NCD	
TRPHYDRO2	L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)	1 o2[c] + 1 thbpt[c] + 1 trp_L[c] --> 1 5htrp[c] + 1 thbpt4acam[c]	Tryptophan metabolism	(121278) or (7166)	1.14.16.4		SAB unlumped version of TRPHYDRO1	PMID:10727395,PMID:12379098
TRPO2	L-Tryptophan:Oxygen 2, 3-Oxidoreductase (Decyclizing)	1 o2[c] + 1 trp_L[c] --> 1 Lfmkynr[c]	Tryptophan metabolism	(169355) or (3620) or (6999)	1.13.11.11	R00678	NCD	PMID:8666386
TRPt4	L-Tryptophan Transport in via Sodium Symport	1 na1[e] + 1 trp_L[e] --> 1 na1[c] + 1 trp_L[c]	Transport, extracellular	(11254) or (340024) and ((57393) or (59272))			SAB	PMID:11133652,PMID:12719981
TRYPTAOX	Tryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)	1 h2o[c] + 1 o2[c] + 1 trypta[c] --> 1 h2o2[c] + 1 nh4[c] + 1 id3acald[c]	Tryptophan metabolism	(26) or (314) or (4128) or (4129)	1.4.3.4	R02173	SAB	PMID:15035803,PMID:8920635,PMID:9653080,PMID:9924972
TS3	Tachysterol 3 Formation	1 pd3[c] <=> 1 ts3[c]	Vitamin D metabolism		1.8.1.9		This reaction takes place in skin and needs UV 290-305. based on Vitamins, G.F.M. Ball,2004, Blackwell publishing, 1st ed (book) pg.194 IT	PMID:6281884
TSTSTERONEGLCte	Glucuronidated Compound Transport	1 h2o[c] + 1 atp[c] + 1 tststeroneglc[c] --> 1 h[c] + 1 adp[c] + 1 pi[c] + 1 tststeroneglc[e]	Transport, extracellular	(4363)			for MDR transport NJ	
TSTSTERONEGLCtr	Glucuronidated Compound Transport	1 tststeroneglc[c] <=> 1 tststeroneglc[r]	Transport, endoplasmic reticular				unknown mechanism, however glucuronidated metabolites need to get out of the cell NJ	
TSTSTERONESte	Sulfonated Testosterone Transport	1 tststerones[c] <=> 1 tststerones[e]	Transport, extracellular				unknown mechanism - presumed excretion of sulfonated testosterone NJ	
TSTSTERONESULT	Testosterone Sulfotransferase	1 paps[c] + 1 tststerone[c] --> 1 h[c] + 1 pap[c] + 1 tststerones[c]	Steroid metabolism	(6818) or (6822)	2.8.2.2		NJ	PMID:1588921,PMID:16399349
TSTSTERONEt	Testosterone Transport	1 tststerone[e] <=> 1 tststerone[c]	Transport, extracellular					PMID:1588921,PMID:16399349
TSTSTERONEtr	Testosterone Intracellular Transport	1 tststerone[r] <=> 1 tststerone[c]	Transport, endoplasmic reticular				specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ	
TSULt4_3	Thiosulfate Transport via Sodium Symport	3 na1[e] + 1 tsul[e] <=> 3 na1[c] + 1 tsul[c]	Transport, extracellular	(6561)			NCD	PMID:10811962,PMID:11161786
TTDCAtr	Tetradecanoate (Transport)	1 ttdca[e] <=> 1 ttdca[c]	Transport, extracellular	(11001)				PMID:10811962,PMID:11161786
TTDCPT2	Carnitine Transferase	1 coa[m] + 1 ttdcrn[m] <=> 1 crn[m] + 1 tdcoa[m]	Fatty acid oxidation	(1376)			NJ	
TTDCRNt	Transport into the Mitochondria (Carnitine)	1 ttdcrn[c] <=> 1 ttdcrn[m]	Fatty acid oxidation	(788)	2.7.1.28		NJ	
TXA2te	Thromboxane A2 Transport	1 txa2[e] <=> 1 txa2[c]	Transport, extracellular				unknown mechanism for transport - known to be secreted from cells - unknown mechanism or pathway, TXA2tc -> TXA2te to get to EC space NJ	
TXA2tr	Thromboxane A2 Intracellular Transport	1 txa2[c] <=> 1 txa2[r]	Transport, endoplasmic reticular				unknown mechanism for transport - known to be secreted from cells - unknown mechanism or pathway, TXA2tr -> TXA2te to get to EC space NJ	
TXASr	Thromboxane-A Synthase	1 prostgh2[r] --> 1 txa2[r]	Eicosanoid metabolism	(6916)	5.3.99.5		NJ	PMID:10903770,PMID:2491846,PMID:7811713
TYMSFt	Tyramine O-Sulfate Transport (Diffusion)	1 tymsf[c] --> 1 tymsf[e]	Transport, extracellular				SAB excretion of tyramine sulfate	
TYMSULT	Tyramine Sulfotransferase	1 paps[c] + 1 tym[c] --> 1 h[c] + 1 pap[c] + 1 tymsf[c]	Tyrosine metabolism	(6817) or (6818)	2.8.2.1		TV/RS (6/14/05)	PMID:11535246,PMID:15293241
TYR3MO2	Tyrosine 3-Monooxygenase	1 o2[c] + 1 thbpt[c] + 1 tyr_L[c] --> 1 34dhphe[c] + 1 thbpt4acam[c]	Tyrosine metabolism	(7054)	1.14.16.2		SAB  unlumped form based on PMID 10727395	PMID:10727395,PMID:9920892
TYRASE	Tyrosinase	1 56dihindlcrbxlt[c] --> 1 melanin[c]	Tyrosine metabolism	(7306)			SAB This reaction is probably supposed to be a polymerization, but the details are not known.	PMID:9434945
TYRCBOX	L-Tyrosine Carboxy-Lyase	1 h[c] + 1 tyr_L[c] --> 1 co2[c] + 1 tym[c]	Tyrosine metabolism	(1644)	4.1.1.28	R00736	SAB  KEGG also says EC 4.1.1.28	PMID:6131938
TYRDOPO	Tyrosine:Dopa Oxidase	1 o2[c] + 2 tyr_L[c] --> 2 34dhphe[c]	Tyrosine metabolism	(7299)	1.14.18.1		SAB	PMID:5294951
TYRDOPO3	Tyrosine:Dopa Oxidase (Dopaquinone Producing 2)	1 o2[c] + 2 34dhphe[c] --> 2 h2o[c] + 2 dopaqn[c]	Tyrosine metabolism	(7299)	1.14.18.1		SAB	PMID:5294951
TYROXDAc	Tyramine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing) (Cytosol)	1 h2o[c] + 1 o2[c] + 1 tym[c] --> 1 h2o2[c] + 1 nh4[c] + 1 4hoxpacd[c]	Tyrosine metabolism	(4128) or (4129)	1.4.3.6	R02382	SAB also 1.4.3.4	PMID:11336106,PMID:14697899,PMID:8255365
TYRt	L-Tyrosine Transport	1 tyr_L[e] <=> 1 tyr_L[c]	Transport, extracellular	(117247)				PMID:11827462
TYRt4	L-Tyrosine Transport in via Sodium Symport	1 na1[e] + 1 tyr_L[e] --> 1 na1[c] + 1 tyr_L[c]	Transport, extracellular	(11254) or (340024) and ((57393) or (59272))			SAB	PMID:11133652,PMID:12719981
TYRTAm	Tyrosine Transaminase, Mitochondrial	1 akg[m] + 1 tyr_L[m] <=> 1 34hpp[m] + 1 glu_L[m]	Tyrosine metabolism	(2806) or (6898)	2.6.1.5		NCD	PMID:1973834
UAG2EMAi	UDP-N-Acetyl-D-Glucosamine 2-Epimerase (Hydrolysis)	1 h2o[c] + 1 uacgam[c] --> 1 h[c] + 1 udp[c] + 1 acmana[c]	Aminosugar metabolism	(10020)	5.1.3.14			PMID:10330343,PMID:10431835
UAGALDP	UDP-N-Acetylgalactosamine Diphosphorylase	1 h[c] + 1 acgal1p[c] + 1 utp[c] --> 1 ppi[c] + 1 udpacgal[c]	Aminosugar metabolism			R10183	NCD	
UDPACGALtl	UDPacgal Intracellular Transport	1 udpacgal[c] <=> 1 udpacgal[l]	Transport, lysosomal				unknown mechanism for transport - there are UDPACGAL-translocators for ER and Golgi, however no info on lysosomal - poor support for this NJ	
UDPDOLPT_L	UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Liver)	1.000000e-01 dolp_L[c] + 1 udpg[c] --> 1 udp[c] + 1.000000e-01 dolglcp_L[c]	N-glycan synthesis	(29880)	2.4.1.117		NCD	PMID:8280060
UDPDOLPT_U	UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase (Uterus)	1.000000e-01 dolp_U[c] + 1 udpg[c] --> 1 udp[c] + 1.000000e-01 dolglcp_U[c]	N-glycan synthesis	(29880)	2.4.1.117		NCD	PMID:10359825,PMID:8280060
UDPG1P	UDPglucuronate Uridine-Monophosphohydrolase	1 h2o[c] + 1 udpglcur[c] --> 2 h[c] + 1 ump[c] + 1 glcur1p[c]	Pentose phosphate pathway				NCD	
UDPGALt2g	UDPgalactose Transport, Golgi Apparatus	1 udpgal[c] --> 1 udpgal[g]	Transport, golgi apparatus					PMID:11117433
UDPGALtg	UDP-Gal Golgi Transport via CMP Antiport	1 udpgal[c] + 1 ump[g] <=> 1 udpgal[g] + 1 ump[c]	Transport, golgi apparatus	(7355)			NCD	PMID:11784306,PMID:8889805,PMID:9010752,PMID:9399569,PMID:9562625
UDPGD	UDPglucose 6-Dehydrogenase	1 h2o[c] + 2 nad[c] + 1 udpg[c] --> 3 h[c] + 2 nadh[c] + 1 udpglcur[c]	Starch and sucrose metabolism	(7358)	1.1.1.22	R00286	JLR	PMID:9296457,PMID:9737970
UDPGLCAter	UDPglca Endoplasmic Reticulum Transport via UMP Antiport	1 ump[c] + 1 udpglcur[r] <=> 1 udpglcur[c] + 1 ump[r]	Transport, endoplasmic reticular	(23169)			NCD	PMID:11322953
UDPGLCAtg	UDPglca Golgi Transport via UMP Antiport	1 udpglcur[g] + 1 ump[c] <=> 1 udpglcur[c] + 1 ump[g]	Transport, golgi apparatus				NCD	
UDPGLCter	UDP-Glc Endoplasmic Reticulum Transport via CMP Antiport	1 udpg[c] + 1 ump[r] <=> 1 ump[c] + 1 udpg[r]	Transport, endoplasmic reticular				NCD	PMID:10369669
UDPGLCtg	UDP-Glc Golgi Transport via CMP Antiport	1 udpg[c] + 1 ump[g] <=> 1 ump[c] + 1 udpg[g]	Transport, golgi apparatus	(11046) or (23443) or (84912)			NCD	PMID:10393322,PMID:15082721,PMID:15607426,PMID:15911612,PMID:1730575,PMID:3093474
UDPGLDCg	UDP-D-Glucuronate Decarboxylase, Golgi Apparatus	1 h[g] + 1 udpglcur[g] --> 1 co2[g] + 1 udpxyl[g]	Nucleotide sugar metabolism	(80146)	4.1.1.35	R01384	NCD	PMID:11877387,PMID:4293108,PMID:8496172
UDPGNP	UDPglucuronate Uridine-Diphosphohydrolase	1 h2o[c] + 1 udpglcur[c] --> 1 h[c] + 1 udp[c] + 1 glcur[c]	Pentose phosphate pathway		5.1.3.7	R08615	NCD	PMID:9296457
UDPGP	UDPglucose Pyrophosphohydrolase	1 h2o[c] + 1 udpg[c] --> 2 h[c] + 1 g1p[c] + 1 ump[c]	Starch and sucrose metabolism	(5167) or (5168) or (5169)	3.6.1.9	R00287	NCD	
UDPtl	UDP Intracellular Transport	1 udp[c] <=> 1 udp[l]	Transport, lysosomal				unknown mechanism for transport - not known if it is energy dependent or not, recycling and IC transport is important to get it to other areas of the cell (e.g. plasma membrane) - translocators have been found for ER and Golgi - none found for lysosome yet so non-mechanistic transporter added - in future this will need to be revised _when_ a translocator is found NJ	
UDPXYLter	UDP-Xyl Endoplasmic Reticular Transport via CMP Antiport	1 ump[r] + 1 udpxyl[c] <=> 1 ump[c] + 1 udpxyl[r]	Transport, endoplasmic reticular				NCD	
UDPXYLtg	UDP-Xyl Golgi Transport via CMP Antiport	1 ump[g] + 1 udpxyl[c] <=> 1 ump[c] + 1 udpxyl[g]	Transport, golgi apparatus	(84912)			NCD	PMID:15911612,PMID:1730575,PMID:3093474
UGALGTg	UDPgalactose:D-Glucose 4-Beta-D-Galactosyltransferase, Golgi Apparatus	1 udpgal[g] + 1 glc_D[g] --> 1 h[g] + 1 udp[g] + 1 lcts[g]	Galactose metabolism	(8704) or (2683) and (3906)	2.4.1.22	R06067	NCD	PMID:11419947
UGALNACter	UDP-Galnac Endoplasmic Reticulum Transport via CMP Antiport	1 ump[r] + 1 udpacgal[c] <=> 1 ump[c] + 1 udpacgal[r]	Transport, endoplasmic reticular	(23169)			NCD	PMID:11322953
UGALNACtg	UDP-Galnac Golgi Transport via CMP Antiport	1 ump[g] + 1 udpacgal[c] <=> 1 udpacgal[g] + 1 ump[c]	Transport, golgi apparatus	(7355)			NCD	PMID:11784306,PMID:8889805,PMID:9010752,PMID:9399569,PMID:9562625
UGCG	Ceramide Glucosyltransferase	1 crm_hs[r] + 1 udpg[r] --> 1 h[r] + 1 gluside_hs[r] + 1 udp[r]	Sphingolipid metabolism	(7357)	2.4.1.80		NJ	PMID:8643456
UGLCNACtg	UDP-GlcNac Golgi Transport via CMP Antiport	1 uacgam[c] + 1 ump[g] <=> 1 uacgam[g] + 1 ump[c]	Transport, golgi apparatus	(11046)			NCD	PMID:15082721,PMID:15607426
UGT1A10r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 bilirub[r] + 1 udpglcur[r] <=> 1 bilglcur[r] + 1 udp[r]	Steroid metabolism	(54576)	2.4.1.17		bil is taken up by cell - made reversible (actual measurements of deltaG/reversibility not described in literature currently) NJ. rate of estradiol (alpha and beta) glucuronidation by human bilirubin UGT quantified	PMID:7945246
UGT1A1r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 estrone[r] + 1 udpglcur[r] --> 1 estroneglc[r] + 1 udp[r]	Steroid metabolism	(54575) or (54576)	2.4.1.17		NJ	PMID:15117964,PMID:9295054
UGT1A2r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 bilirub[r] + 2 udpglcur[r] --> 1 bildglcur[r] + 2 udp[r]	Steroid metabolism	(54575) or (54576) or (54577) or (54578) or (54579) or (54600) or (54657) or (54658) or (54659)	2.4.1.17		NJ	PMID:15117964,PMID:9295054
UGT1A3r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 andrstrn[r] + 1 udpglcur[r] --> 1 andrstrnglc[r] + 1 udp[r]	Steroid metabolism	(54490) or (54575) or (54576) or (7364) or (7367)	2.4.1.17		NJ	PMID:11300766,PMID:14643063,PMID:15117964,PMID:9295054
UGT1A4r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 tststerone[r] + 1 udpglcur[r] --> 1 udp[r] + 1 tststeroneglc[r]	Steroid metabolism	(54490) or (54575) or (54576)	2.4.1.17		NJ	PMID:11300766,PMID:15117964,PMID:9295054
UGT1A5r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 retn[r] + 1 udpglcur[r] --> 1 udp[r] + 1 retnglc[r]	Vitamin A metabolism	(54575) or (54576)	2.4.1.17		NJ	PMID:15117964,PMID:9295054
UGT1A5r2	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal (13-Cis)	1 13_cis_retn[r] + 1 udpglcur[r] --> 1 udp[r] + 1 13_cis_retnglc[r]	Vitamin A metabolism	(10720) or (54490) or (54575) or (54576) or (54577) or (54578) or (54579) or (54600) or (54657) or (54658) or (54659) or (7363) or (7365) or (7366) or (7367)	2.4.1.17		NJ	PMID:14704335,PMID:1503811
UGT1A6r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 estradiol[r] + 1 udpglcur[r] --> 1 estradiolglc[r] + 1 udp[r]	Steroid metabolism	(54575) or (54576)	2.4.1.17		NJ	PMID:15117964,PMID:9295054
UGT1A7r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 udpglcur[r] + 1 ahandrostan[r] --> 1 ahandrostanglc[r] + 1 udp[r]	Steroid metabolism	(54575) or (54576)	2.4.1.17		NJ	PMID:15117964,PMID:9295054
UGT1A8r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 estriol[r] + 1 udpglcur[r] --> 1 estriolglc[r] + 1 udp[r]	Steroid metabolism	(54490) or (54575) or (54576) or (7363)	2.4.1.17		NJ	PMID:11300766,PMID:15117964,PMID:8333863,PMID:9295054
UGT1A9r	UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal	1 5adtststerone[r] + 1 udpglcur[r] --> 1 5adtststeroneglc[r] + 1 udp[r]	Steroid metabolism	(54490)	2.4.1.17		NJ	PMID:11300766
UMPK2	UMP Kinase (CTP)	1 ctp[c] + 1 ump[c] <=> 1 udp[c] + 1 cdp[c]	Nucleotide interconversion	(51727)	2.7.4.14			PMID:10462544,PMID:11912132
UMPK2n	UMP Kinase (CTP), Nuclear	1 ctp[n] + 1 ump[n] <=> 1 cdp[n] + 1 udp[n]	Nucleotide interconversion	(51727)	2.7.4.14			PMID:10462544,PMID:11912132
UMPK3	UMP Kinase (UTP)	1 utp[c] + 1 ump[c] <=> 2 udp[c]	Nucleotide interconversion	(51727)	2.7.4.14			PMID:10462544,PMID:11912132
UMPK3n	UMP Kinase (UTP), Nuclear	1 utp[n] + 1 ump[n] <=> 2 udp[n]	Nucleotide interconversion	(51727)	2.7.4.14			PMID:10462544,PMID:11912132
UMPK4	UMP Kinase (GTP)	1 gtp[c] + 1 ump[c] <=> 1 udp[c] + 1 gdp[c]	Nucleotide interconversion	(51727)	2.7.4.14			PMID:10462544,PMID:11912132
UMPK4n	UMP Kinase (GTP), Nuclear	1 gtp[n] + 1 ump[n] <=> 1 udp[n] + 1 gdp[n]	Nucleotide interconversion	(51727)	2.7.4.14			PMID:10462544,PMID:11912132
